,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,labels
34,0,4,15,15,8,1,0,0,0,4,16,11,16,15,0,0,0,1,5,0,11,16,4,0,0,0,0,6,16,13,1,0,0,0,0,12,16,1,0,0,0,0,0,6,16,5,0,0,0,0,0,4,16,8,0,0,0,4,16,16,16,6,0,0,3
35,0,0,10,16,16,16,4,0,0,2,14,8,1,1,0,0,0,7,15,12,12,7,0,0,0,3,9,7,5,16,6,0,0,0,0,0,0,5,8,0,0,0,0,0,0,13,7,0,0,0,11,4,13,12,0,0,0,0,9,13,9,0,0,0,5
36,0,0,6,16,13,11,1,0,0,0,16,15,12,16,1,0,0,3,16,7,0,13,6,0,0,4,16,0,0,10,8,0,0,8,16,0,0,14,6,0,0,5,16,7,9,16,5,0,0,1,15,16,16,16,1,0,0,0,6,16,14,6,0,0,0
37,0,4,14,16,16,12,2,0,0,10,16,10,8,14,7,0,0,10,12,0,0,0,0,0,0,2,16,7,0,0,0,0,0,0,15,11,0,0,0,0,0,0,9,15,3,0,0,0,0,1,12,16,4,0,0,0,0,5,16,15,1,0,0,0,5
38,0,0,3,10,13,4,0,0,0,0,9,13,14,10,0,0,0,0,9,11,16,15,0,0,0,0,1,11,12,16,0,0,0,0,0,0,0,15,3,0,0,0,0,0,1,16,3,0,0,0,0,0,6,16,1,0,0,0,4,16,16,10,0,0,9
39,0,0,0,9,4,0,0,0,0,0,0,16,3,0,0,0,0,0,8,12,0,1,0,0,0,4,15,2,1,15,3,0,0,8,13,0,8,16,3,0,0,8,16,16,16,13,4,0,0,0,4,10,13,0,0,0,0,0,0,7,12,0,0,0,4
40,0,0,14,16,16,16,2,0,0,7,16,5,1,0,0,0,0,14,13,7,3,0,0,0,0,4,12,13,16,9,0,0,0,0,0,0,6,15,0,0,0,0,0,0,9,14,0,0,0,0,5,14,16,3,0,0,0,1,15,11,4,0,0,0,5
41,0,0,5,16,16,16,9,0,0,0,1,6,4,12,14,0,0,0,0,0,0,15,9,0,0,0,4,6,11,16,1,0,0,0,15,16,16,16,9,0,0,0,2,10,11,0,1,0,0,0,2,15,3,0,0,0,0,0,11,10,0,0,0,0,7
42,0,0,8,16,15,5,0,0,0,7,16,14,5,15,2,0,0,10,16,8,0,9,9,0,0,10,16,3,0,4,12,0,0,9,14,0,0,6,12,0,0,7,13,0,0,14,7,0,0,2,16,8,12,14,1,0,0,0,10,16,13,3,0,0,0
43,0,0,1,12,15,1,0,0,0,0,10,16,16,0,0,0,0,3,16,15,10,0,0,0,0,6,16,15,15,2,0,0,0,0,4,2,14,15,1,0,0,0,0,0,3,15,5,0,0,0,2,14,14,16,5,0,0,0,0,15,16,13,1,0,3
44,0,0,6,15,16,5,0,0,0,5,16,13,15,11,0,0,0,10,12,1,16,9,0,0,0,3,3,9,16,2,0,0,0,0,4,16,7,0,0,0,0,0,11,13,0,0,0,0,0,0,12,14,8,8,2,0,0,0,5,16,16,16,11,0,2
45,0,0,2,14,13,5,0,0,0,0,8,16,16,10,0,0,0,6,16,16,16,7,0,0,0,9,16,16,16,3,0,0,0,0,7,16,16,2,0,0,0,0,8,16,16,6,0,0,0,0,10,16,16,11,0,0,0,0,3,13,14,7,0,0,1
46,0,0,7,16,12,5,0,0,0,0,7,16,16,7,0,0,0,0,3,16,16,8,0,0,0,0,5,16,16,7,0,0,0,0,11,16,15,2,0,0,0,0,14,16,14,0,0,0,0,0,14,16,16,3,0,0,0,0,6,13,14,5,0,0,1
47,0,0,8,14,5,0,0,0,0,8,13,5,14,5,0,0,0,8,13,2,5,14,3,0,0,4,16,14,15,16,8,0,0,0,2,5,7,10,7,0,0,0,0,0,3,15,3,0,0,0,0,4,14,10,0,0,0,0,10,13,6,0,0,0,9
48,0,0,0,13,7,0,0,0,0,0,9,16,15,0,0,0,0,8,16,16,14,0,0,0,0,7,8,11,16,4,0,0,0,0,0,2,16,10,0,0,0,0,0,0,10,16,4,0,0,0,1,7,11,16,12,0,0,0,0,11,16,14,8,0,1
49,0,0,2,11,15,13,0,0,0,5,15,15,13,15,0,0,0,9,13,3,16,7,0,0,0,3,3,4,16,4,0,0,0,0,0,2,16,11,0,0,0,0,0,0,7,16,6,0,0,0,0,9,8,15,12,0,0,0,0,13,16,13,3,0,3
50,0,0,0,1,13,12,1,0,0,0,0,6,16,14,1,0,0,8,12,16,16,11,0,0,0,4,8,9,16,15,0,0,0,0,0,0,16,15,0,0,0,0,0,0,13,16,3,0,0,0,0,0,12,16,4,0,0,0,0,0,11,16,5,0,1
51,0,2,8,9,13,16,7,0,0,4,16,10,5,5,2,0,0,4,16,0,0,0,0,0,0,4,16,16,11,3,0,0,0,1,6,8,13,13,0,0,0,0,0,0,7,16,0,0,0,3,11,12,16,6,0,0,0,3,15,14,4,0,0,0,5
52,0,0,3,12,15,3,0,0,0,0,9,15,15,7,0,0,0,0,12,14,12,1,0,0,0,0,8,16,16,14,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,7,12,0,0,2,16,10,8,13,10,0,0,0,6,11,16,14,3,0,5
53,0,0,4,12,13,5,0,0,0,0,14,16,16,16,4,0,0,6,13,2,1,11,8,0,0,6,11,0,0,8,8,0,0,4,16,0,0,10,8,0,0,4,16,4,8,16,3,0,0,0,16,16,16,12,0,0,0,0,4,15,14,3,0,0,0
54,0,0,5,9,13,16,6,0,0,0,12,12,7,16,5,0,0,0,0,0,6,16,3,0,0,0,3,12,15,16,14,0,0,0,7,16,15,5,1,0,0,0,0,10,10,0,0,0,0,0,2,15,5,0,0,0,0,0,6,14,0,0,0,0,7
55,0,0,7,15,13,3,0,0,0,0,16,16,16,16,1,0,0,5,15,7,7,16,5,0,0,8,12,0,0,15,5,0,0,6,16,0,0,13,7,0,0,5,16,1,2,16,4,0,0,3,16,9,14,15,0,0,0,0,9,13,12,3,0,0,0
56,0,0,11,16,15,10,0,0,0,0,10,16,8,7,0,0,0,2,16,3,0,0,0,0,0,6,16,16,15,7,0,0,0,1,8,8,9,15,6,0,0,0,0,0,0,10,8,0,0,0,2,7,12,16,4,0,0,0,11,13,11,2,0,0,5
57,0,0,10,16,16,16,3,0,0,0,14,16,16,13,5,0,0,0,8,16,4,0,0,0,0,0,1,15,9,0,0,0,0,0,0,11,12,0,0,0,0,0,3,9,16,0,0,0,0,4,16,15,16,0,0,0,0,0,10,16,10,0,0,0,5
58,0,0,6,14,13,3,0,0,0,0,14,10,7,13,0,0,0,4,13,0,0,12,3,0,0,5,11,0,0,7,6,0,0,4,11,0,0,4,8,0,0,2,12,0,0,6,6,0,0,0,12,8,2,14,2,0,0,0,4,15,16,9,0,0,0
59,0,0,0,1,7,12,14,1,0,0,1,13,8,4,13,0,0,0,10,16,9,15,11,0,0,1,16,15,15,16,3,0,0,0,11,9,3,14,0,0,0,0,0,0,5,9,0,0,0,0,0,0,7,8,0,0,0,0,0,0,8,6,0,0,9
60,0,0,0,0,12,7,0,0,0,0,0,2,16,4,0,0,0,0,0,12,13,9,3,0,0,0,8,15,4,16,1,0,0,1,15,8,4,16,0,0,0,14,14,8,11,15,1,0,0,9,16,16,16,16,4,0,0,0,0,0,13,6,0,0,4
61,0,0,0,0,14,15,2,0,0,0,0,6,16,16,4,0,0,0,3,13,16,16,0,0,0,1,13,16,16,16,3,0,0,9,16,6,14,16,0,0,0,2,4,0,14,15,0,0,0,0,0,0,16,12,0,0,0,0,0,0,14,13,0,0,1
62,0,0,4,11,15,4,0,0,0,3,15,15,10,16,0,0,0,8,15,2,0,14,4,0,0,7,13,0,0,10,8,0,0,7,12,0,0,13,4,0,0,1,15,4,1,15,2,0,0,0,10,12,11,12,0,0,0,0,2,11,13,2,0,0,0
63,0,0,2,15,3,0,0,0,0,0,2,14,10,0,0,0,0,0,15,16,14,0,0,0,0,0,6,12,16,0,0,0,0,0,0,1,16,2,0,0,0,0,0,0,13,6,0,0,0,0,8,14,14,14,8,3,0,0,2,11,12,12,13,9,1
64,0,0,2,10,16,14,3,0,0,3,13,16,11,8,2,0,0,6,16,6,0,0,0,0,0,2,14,16,15,7,0,0,0,0,0,4,10,16,5,0,0,0,0,0,2,15,4,0,0,0,5,7,15,12,0,0,0,0,3,15,10,1,0,0,5
65,0,0,8,12,7,0,0,0,0,0,14,8,15,14,0,0,0,3,14,0,6,15,2,0,0,5,11,0,0,9,8,0,0,8,8,0,0,5,8,0,0,5,11,0,0,8,8,0,0,1,15,2,2,14,5,0,0,0,6,15,16,12,1,0,0
66,0,0,0,1,12,7,0,0,0,0,0,9,16,16,1,0,0,1,7,15,16,14,0,0,0,4,16,16,16,16,0,0,0,0,0,3,16,16,0,0,0,0,0,2,16,16,3,0,0,0,0,6,16,16,0,0,0,0,0,3,15,13,0,0,1
67,0,0,6,13,16,16,7,0,0,9,16,15,10,8,1,0,0,13,15,3,0,0,0,0,0,4,16,13,1,0,0,0,0,0,7,16,12,0,0,0,0,0,0,9,16,7,0,0,0,0,4,16,16,12,0,0,0,0,5,16,15,5,0,0,5
68,0,0,13,16,6,0,0,0,0,6,16,13,15,0,0,0,0,4,15,7,16,0,0,0,0,0,3,10,13,0,0,0,0,0,0,14,10,0,0,0,0,1,13,16,1,2,0,0,0,8,16,16,15,16,2,0,0,1,11,15,16,16,3,0,2
69,0,0,0,10,11,0,0,0,0,0,3,16,10,0,0,0,0,0,8,16,0,0,0,0,0,0,12,14,0,0,0,0,0,0,14,16,15,6,0,0,0,0,12,16,12,15,6,0,0,0,7,16,10,13,14,0,0,0,0,9,13,11,6,0,6
70,0,0,10,16,10,1,0,0,0,6,14,6,16,3,0,0,0,5,4,5,15,0,0,0,0,0,0,12,14,1,0,0,0,0,0,3,11,15,1,0,0,0,0,0,0,10,8,0,0,0,9,8,8,15,6,0,0,0,9,15,15,9,0,0,3
71,0,0,13,13,1,0,0,0,0,2,16,16,9,0,0,0,0,9,16,12,12,0,0,0,0,12,10,8,13,0,0,0,0,5,7,10,14,0,0,0,0,0,2,15,12,0,0,0,0,1,15,16,16,14,6,0,0,0,11,16,16,14,6,0,2
72,0,0,3,11,13,10,0,0,0,3,15,7,4,14,2,0,0,8,13,1,1,14,2,0,0,7,13,14,10,13,0,0,0,0,1,14,16,1,0,0,0,0,10,11,10,10,0,0,0,0,11,6,3,13,0,0,0,0,3,13,16,9,0,0,8
73,0,0,3,12,16,10,0,0,0,0,16,10,5,16,1,0,0,4,16,11,10,14,0,0,0,0,14,16,16,13,1,0,0,0,2,8,8,16,7,0,0,0,0,0,1,16,3,0,0,0,0,10,16,7,0,0,0,0,2,10,3,0,0,0,9
74,0,0,4,11,12,16,10,0,0,3,16,16,14,7,0,0,0,0,16,8,0,0,0,0,0,0,12,10,0,0,0,0,0,0,2,14,10,1,0,0,0,0,0,1,14,11,0,0,0,0,0,1,13,14,2,0,0,0,7,14,10,2,0,0,5
75,0,0,4,16,14,2,0,0,0,0,16,11,11,10,0,0,0,1,4,1,11,10,0,0,0,0,1,11,16,6,0,0,0,0,6,16,14,13,2,0,0,0,1,2,1,10,11,0,0,0,7,11,6,13,14,0,0,0,3,12,16,15,7,0,3
76,0,0,0,8,15,4,0,0,0,0,0,13,16,13,0,0,0,1,1,10,3,13,6,0,0,5,8,0,0,6,8,0,0,7,11,0,0,4,8,0,0,3,15,7,0,4,9,0,0,0,7,16,13,11,12,0,0,0,0,6,15,16,4,0,0
77,0,0,5,13,16,15,3,0,0,3,16,16,15,16,5,0,0,0,4,0,6,16,2,0,0,0,3,12,16,16,4,0,0,0,9,16,16,16,8,0,0,0,2,13,15,2,0,0,0,0,2,16,9,0,0,0,0,0,5,14,1,0,0,0,7
78,0,0,6,11,16,8,0,0,0,1,15,15,11,2,0,0,0,8,16,7,0,0,0,0,0,6,16,5,0,0,0,0,0,0,10,16,13,4,0,0,0,0,0,1,14,16,0,0,0,0,2,8,15,10,0,0,0,0,10,14,7,0,0,0,5
79,0,0,11,12,13,14,4,0,0,0,13,8,4,4,2,0,0,0,11,0,0,0,0,0,0,5,12,6,3,0,0,0,0,5,12,12,13,11,0,0,0,0,2,0,0,13,0,0,0,4,11,0,3,15,0,0,0,0,9,16,16,6,0,0,5
80,0,6,15,16,10,0,0,0,0,15,13,9,16,2,0,0,0,7,9,0,14,7,0,0,0,0,0,0,12,8,0,0,0,0,0,2,16,5,0,0,0,0,0,11,15,1,0,0,0,1,11,16,12,2,0,0,0,6,16,16,16,16,14,0,2
81,0,0,1,15,13,1,0,0,0,0,8,16,16,8,0,0,3,13,16,16,16,6,0,0,0,9,8,9,16,6,0,0,0,0,0,10,16,1,0,0,0,0,0,12,16,0,0,0,0,0,0,16,14,1,0,0,0,0,0,12,16,1,0,0,1
82,0,0,3,11,13,1,0,0,0,6,16,11,13,6,0,0,1,16,8,0,11,4,0,0,0,4,4,0,16,0,0,0,0,0,0,5,11,0,0,0,0,0,0,8,9,0,0,0,0,0,0,12,9,4,5,0,0,0,1,14,13,12,15,5,2
83,0,0,6,12,14,16,16,4,0,3,16,15,12,15,16,4,0,1,5,0,1,16,11,0,0,0,0,0,9,15,3,0,0,0,0,4,16,8,0,0,0,0,0,12,16,0,0,0,0,0,6,16,6,0,0,0,0,0,10,15,0,0,0,0,7
84,0,0,0,13,15,4,0,0,0,0,11,16,9,4,0,0,0,1,16,14,0,0,0,0,0,5,16,7,0,0,0,0,0,5,16,16,14,4,0,0,0,2,15,9,7,15,5,0,0,0,11,13,4,12,13,0,0,0,1,13,16,16,10,0,6
85,0,0,3,16,14,1,0,0,0,0,11,16,6,0,0,0,0,0,15,9,1,0,0,0,0,3,16,14,16,12,2,0,0,4,16,14,13,11,14,0,0,0,16,5,3,7,16,3,0,0,11,12,8,16,10,0,0,0,2,14,16,12,0,0,6
86,0,0,11,16,16,11,0,0,0,0,10,16,7,2,0,0,0,1,16,9,0,0,0,0,0,0,13,16,8,0,0,0,0,0,0,4,15,4,0,0,0,0,0,0,14,8,0,0,0,0,3,8,16,4,0,0,0,0,14,16,9,0,0,0,5
87,0,0,0,9,12,0,0,0,0,0,4,16,5,0,1,0,0,2,14,9,0,5,15,1,0,8,16,9,12,16,9,0,0,5,16,13,13,13,0,0,0,0,0,1,15,7,0,0,0,0,0,4,16,1,0,0,0,0,0,12,12,0,0,0,4
88,0,0,9,11,2,0,0,0,0,8,16,14,12,0,0,0,0,9,10,5,15,0,0,0,0,5,10,4,16,1,0,0,0,0,0,5,15,0,0,0,0,0,2,13,9,2,1,0,0,0,10,16,15,14,15,0,0,0,7,9,9,12,4,0,2
89,0,0,0,5,15,3,0,0,0,0,2,16,4,0,0,0,0,0,8,12,0,2,12,0,0,3,16,1,0,11,10,0,0,9,13,0,3,16,5,0,0,13,15,16,16,12,0,0,0,5,12,14,16,4,0,0,0,0,0,6,15,2,0,0,4
90,0,2,16,16,12,12,11,0,0,0,3,9,13,16,14,2,0,0,0,1,13,16,4,0,0,0,0,14,15,3,0,0,0,0,0,9,16,6,0,0,0,0,0,1,16,12,0,0,0,0,3,9,16,10,0,0,0,4,16,16,7,0,0,0,3
91,0,0,10,14,8,1,0,0,0,2,16,14,6,1,0,0,0,0,15,15,8,15,0,0,0,0,5,16,16,10,0,0,0,0,12,15,15,12,0,0,0,4,16,6,4,16,6,0,0,8,16,10,8,16,8,0,0,1,8,12,14,12,1,0,8
92,0,0,7,14,6,0,0,0,0,5,16,9,13,3,0,0,0,8,12,0,5,12,0,0,0,4,12,0,0,11,6,0,0,6,12,0,0,9,7,0,0,1,15,0,1,15,5,0,0,0,13,7,13,11,0,0,0,0,4,15,11,0,0,0,0
93,0,0,6,9,14,10,1,0,0,4,16,15,5,13,4,0,0,7,13,4,6,15,2,0,0,0,9,16,16,9,0,0,0,0,11,13,15,10,0,0,0,0,15,4,5,15,0,0,0,1,16,9,10,14,0,0,0,0,7,13,14,5,0,0,8
94,0,0,9,16,16,10,1,0,0,10,16,9,4,16,4,0,0,13,12,0,8,14,5,0,0,7,16,15,16,12,0,0,0,0,1,4,15,13,0,0,0,0,0,10,16,6,0,0,0,0,5,16,10,0,0,0,0,0,9,16,1,0,0,0,9
95,0,0,0,6,14,2,0,0,0,0,2,14,12,0,0,0,0,0,7,15,1,0,0,0,0,0,13,10,0,0,0,0,0,1,16,11,8,4,0,0,0,1,15,16,16,16,8,0,0,0,8,13,2,4,15,1,0,0,0,7,14,16,14,1,6
96,0,3,13,16,14,2,0,0,0,14,11,3,16,8,0,0,0,7,3,7,16,8,0,0,0,0,5,16,16,16,5,0,0,0,2,10,6,11,12,0,0,0,0,0,0,11,13,0,0,1,10,1,4,15,9,0,0,2,15,16,16,11,0,0,3
97,0,3,13,16,16,12,1,0,0,1,8,4,5,15,6,0,0,0,0,1,9,15,2,0,0,0,6,16,15,5,0,0,0,0,5,14,16,8,0,0,0,0,0,0,8,16,2,0,0,6,12,6,12,15,1,0,0,4,13,12,11,2,0,0,3
98,0,1,12,13,7,0,0,0,0,2,15,13,16,7,0,0,0,0,0,6,16,8,0,0,0,0,7,16,16,3,0,0,0,0,4,12,16,12,0,0,0,0,0,0,4,16,8,0,0,1,8,10,12,16,10,0,0,2,12,14,12,9,1,0,3
99,0,0,0,0,12,15,1,0,0,3,8,8,14,16,0,0,0,11,16,16,16,16,0,0,0,1,4,4,15,16,0,0,0,0,0,0,12,16,4,0,0,0,0,0,12,16,3,0,0,0,0,0,12,16,10,0,0,0,0,0,9,16,11,0,1
100,0,1,9,12,14,6,0,0,0,6,16,10,16,12,0,0,0,1,14,13,12,16,0,0,0,0,0,0,2,16,4,0,0,0,0,0,0,15,9,0,0,0,0,0,0,10,9,0,0,0,0,0,5,14,11,0,0,0,10,16,16,7,0,0,9
101,0,4,16,15,1,0,0,0,0,6,14,16,4,0,0,0,0,0,0,16,8,0,0,0,0,0,3,16,6,0,0,0,0,0,6,16,1,0,0,0,0,0,13,11,0,0,0,0,0,3,16,16,12,10,5,0,0,3,16,16,16,16,8,0,2
102,0,2,13,16,15,2,0,0,0,15,14,7,16,5,0,0,0,10,1,2,16,4,0,0,0,0,1,11,16,15,8,0,0,0,15,16,13,8,2,0,0,0,10,14,0,0,0,0,0,0,11,10,0,0,0,0,0,0,15,3,0,0,0,0,7
103,0,0,1,12,16,16,11,0,0,0,5,15,8,8,5,0,0,2,15,15,12,7,0,0,0,11,16,16,16,16,4,0,0,3,5,2,1,13,9,0,0,0,0,0,0,11,9,0,0,0,2,10,9,16,4,0,0,0,2,16,16,8,0,0,5
